,x,Lineage
human1_lib2.final_cell_0002,delta,Endocrine
human1_lib2.final_cell_0003,delta,Endocrine
human1_lib2.final_cell_0004,acinar,Exocrine
human1_lib2.final_cell_0005,acinar,Exocrine
human1_lib2.final_cell_0006,acinar,Exocrine
human1_lib2.final_cell_0007,acinar,Exocrine
human1_lib2.final_cell_0008,delta,Endocrine
human1_lib2.final_cell_0009,acinar,Exocrine
human1_lib2.final_cell_0010,ductal,Exocrine
human1_lib2.final_cell_0011,alpha,Endocrine
human1_lib2.final_cell_0012,delta,Endocrine
human1_lib2.final_cell_0013,delta,Endocrine
human1_lib2.final_cell_0014,delta,Endocrine
human1_lib2.final_cell_0015,delta,Endocrine
human1_lib2.final_cell_0016,acinar,Exocrine
human1_lib2.final_cell_0017,beta,Endocrine
human1_lib2.final_cell_0018,acinar,Exocrine
human1_lib2.final_cell_0019,endothelial,endothelial
human1_lib2.final_cell_0020,delta,Endocrine
human1_lib2.final_cell_0021,beta,Endocrine
human1_lib2.final_cell_0022,delta,Endocrine
human1_lib2.final_cell_0023,alpha,Endocrine
human1_lib2.final_cell_0024,ductal,Exocrine
human1_lib2.final_cell_0025,delta,Endocrine
human1_lib2.final_cell_0026,delta,Endocrine
human1_lib2.final_cell_0027,beta,Endocrine
human1_lib2.final_cell_0028,delta,Endocrine
human1_lib2.final_cell_0029,beta,Endocrine
human1_lib2.final_cell_0030,beta,Endocrine
human1_lib2.final_cell_0031,delta,Endocrine
human1_lib2.final_cell_0032,gamma,Endocrine
human1_lib2.final_cell_0033,beta,Endocrine
human1_lib2.final_cell_0034,delta,Endocrine
human1_lib2.final_cell_0035,beta,Endocrine
human1_lib2.final_cell_0036,delta,Endocrine
human1_lib2.final_cell_0037,beta,Endocrine
human1_lib2.final_cell_0038,alpha,Endocrine
human1_lib2.final_cell_0039,beta,Endocrine
human1_lib2.final_cell_0040,delta,Endocrine
human1_lib2.final_cell_0041,delta,Endocrine
human1_lib2.final_cell_0042,beta,Endocrine
human1_lib2.final_cell_0043,delta,Endocrine
human1_lib2.final_cell_0044,delta,Endocrine
human1_lib2.final_cell_0045,ductal,Exocrine
human1_lib2.final_cell_0046,beta,Endocrine
human1_lib2.final_cell_0047,delta,Endocrine
human1_lib2.final_cell_0048,delta,Endocrine
human1_lib2.final_cell_0049,alpha,Endocrine
human1_lib2.final_cell_0050,beta,Endocrine
human1_lib2.final_cell_0051,alpha,Endocrine
human1_lib2.final_cell_0052,alpha,Endocrine
human1_lib2.final_cell_0053,beta,Endocrine
human1_lib2.final_cell_0054,acinar,Exocrine
human1_lib2.final_cell_0055,beta,Endocrine
human1_lib2.final_cell_0056,beta,Endocrine
human1_lib2.final_cell_0057,beta,Endocrine
human1_lib2.final_cell_0058,delta,Endocrine
human1_lib2.final_cell_0059,activated_stellate,PSC
human1_lib2.final_cell_0060,beta,Endocrine
human1_lib2.final_cell_0061,beta,Endocrine
human1_lib2.final_cell_0062,beta,Endocrine
human1_lib2.final_cell_0063,delta,Endocrine
human1_lib2.final_cell_0064,beta,Endocrine
human1_lib2.final_cell_0065,alpha,Endocrine
human1_lib2.final_cell_0066,ductal,Exocrine
human1_lib2.final_cell_0067,acinar,Exocrine
human1_lib2.final_cell_0068,delta,Endocrine
human1_lib2.final_cell_0069,beta,Endocrine
human1_lib2.final_cell_0070,beta,Endocrine
human1_lib2.final_cell_0071,beta,Endocrine
human1_lib2.final_cell_0072,acinar,Exocrine
human1_lib2.final_cell_0073,beta,Endocrine
human1_lib2.final_cell_0074,delta,Endocrine
human1_lib2.final_cell_0075,beta,Endocrine
human1_lib2.final_cell_0076,beta,Endocrine
human1_lib2.final_cell_0077,beta,Endocrine
human1_lib2.final_cell_0078,delta,Endocrine
human1_lib2.final_cell_0079,delta,Endocrine
human1_lib2.final_cell_0080,beta,Endocrine
human1_lib2.final_cell_0081,delta,Endocrine
human1_lib2.final_cell_0082,beta,Endocrine
human1_lib2.final_cell_0083,beta,Endocrine
human1_lib2.final_cell_0084,beta,Endocrine
human1_lib2.final_cell_0085,beta,Endocrine
human1_lib2.final_cell_0086,beta,Endocrine
human1_lib2.final_cell_0087,beta,Endocrine
human1_lib2.final_cell_0088,acinar,Exocrine
human1_lib2.final_cell_0089,beta,Endocrine
human1_lib2.final_cell_0090,beta,Endocrine
human1_lib2.final_cell_0091,beta,Endocrine
human1_lib2.final_cell_0092,alpha,Endocrine
human1_lib2.final_cell_0093,endothelial,endothelial
human1_lib2.final_cell_0094,beta,Endocrine
human1_lib2.final_cell_0095,delta,Endocrine
human1_lib2.final_cell_0096,beta,Endocrine
human1_lib2.final_cell_0097,delta,Endocrine
human1_lib2.final_cell_0098,beta,Endocrine
human1_lib2.final_cell_0099,delta,Endocrine
human1_lib2.final_cell_0100,beta,Endocrine
human1_lib2.final_cell_0101,beta,Endocrine
human1_lib2.final_cell_0102,delta,Endocrine
human1_lib2.final_cell_0103,ductal,Exocrine
human1_lib2.final_cell_0104,beta,Endocrine
human1_lib2.final_cell_0105,beta,Endocrine
human1_lib2.final_cell_0106,ductal,Exocrine
human1_lib2.final_cell_0107,beta,Endocrine
human1_lib2.final_cell_0108,beta,Endocrine
human1_lib2.final_cell_0109,beta,Endocrine
human1_lib2.final_cell_0110,beta,Endocrine
human1_lib2.final_cell_0111,acinar,Exocrine
human1_lib2.final_cell_0112,acinar,Exocrine
human1_lib2.final_cell_0113,beta,Endocrine
human1_lib2.final_cell_0114,alpha,Endocrine
human1_lib2.final_cell_0115,beta,Endocrine
human1_lib2.final_cell_0116,delta,Endocrine
human1_lib2.final_cell_0117,beta,Endocrine
human1_lib2.final_cell_0118,beta,Endocrine
human1_lib2.final_cell_0119,beta,Endocrine
human1_lib2.final_cell_0120,beta,Endocrine
human1_lib2.final_cell_0121,beta,Endocrine
human1_lib2.final_cell_0122,ductal,Exocrine
human1_lib2.final_cell_0123,beta,Endocrine
human1_lib2.final_cell_0124,acinar,Exocrine
human1_lib2.final_cell_0125,beta,Endocrine
human1_lib2.final_cell_0126,acinar,Exocrine
human1_lib2.final_cell_0127,beta,Endocrine
human1_lib2.final_cell_0128,ductal,Exocrine
human1_lib2.final_cell_0129,beta,Endocrine
human1_lib2.final_cell_0130,activated_stellate,PSC
human1_lib2.final_cell_0131,alpha,Endocrine
human1_lib2.final_cell_0132,beta,Endocrine
human1_lib2.final_cell_0133,delta,Endocrine
human1_lib2.final_cell_0134,delta,Endocrine
human1_lib2.final_cell_0135,beta,Endocrine
human1_lib2.final_cell_0136,beta,Endocrine
human1_lib2.final_cell_0137,beta,Endocrine
human1_lib2.final_cell_0138,beta,Endocrine
human1_lib2.final_cell_0139,acinar,Exocrine
human1_lib2.final_cell_0140,beta,Endocrine
human1_lib2.final_cell_0141,beta,Endocrine
human1_lib2.final_cell_0142,beta,Endocrine
human1_lib2.final_cell_0143,delta,Endocrine
human1_lib2.final_cell_0144,beta,Endocrine
human1_lib2.final_cell_0145,ductal,Exocrine
human1_lib2.final_cell_0146,beta,Endocrine
human1_lib2.final_cell_0147,beta,Endocrine
human1_lib2.final_cell_0148,ductal,Exocrine
human1_lib2.final_cell_0149,macrophage,Immune
human1_lib2.final_cell_0150,beta,Endocrine
human1_lib2.final_cell_0151,delta,Endocrine
human1_lib2.final_cell_0152,beta,Endocrine
human1_lib2.final_cell_0153,beta,Endocrine
human1_lib2.final_cell_0154,beta,Endocrine
human1_lib2.final_cell_0155,beta,Endocrine
human1_lib2.final_cell_0156,beta,Endocrine
human1_lib2.final_cell_0157,activated_stellate,PSC
human1_lib2.final_cell_0158,beta,Endocrine
human1_lib2.final_cell_0159,beta,Endocrine
human1_lib2.final_cell_0160,ductal,Exocrine
human1_lib2.final_cell_0161,beta,Endocrine
human1_lib2.final_cell_0162,beta,Endocrine
human1_lib2.final_cell_0163,beta,Endocrine
human1_lib2.final_cell_0164,beta,Endocrine
human1_lib2.final_cell_0165,beta,Endocrine
human1_lib2.final_cell_0166,delta,Endocrine
human1_lib2.final_cell_0167,beta,Endocrine
human1_lib2.final_cell_0168,beta,Endocrine
human1_lib2.final_cell_0169,delta,Endocrine
human1_lib2.final_cell_0170,beta,Endocrine
human1_lib2.final_cell_0171,beta,Endocrine
human1_lib2.final_cell_0172,beta,Endocrine
human1_lib2.final_cell_0173,beta,Endocrine
human1_lib2.final_cell_0174,alpha,Endocrine
human1_lib2.final_cell_0175,beta,Endocrine
human1_lib2.final_cell_0176,beta,Endocrine
human1_lib2.final_cell_0177,acinar,Exocrine
human1_lib2.final_cell_0178,beta,Endocrine
human1_lib2.final_cell_0179,beta,Endocrine
human1_lib2.final_cell_0180,beta,Endocrine
human1_lib2.final_cell_0181,beta,Endocrine
human1_lib2.final_cell_0182,ductal,Exocrine
human1_lib2.final_cell_0183,beta,Endocrine
human1_lib2.final_cell_0184,delta,Endocrine
human1_lib2.final_cell_0185,beta,Endocrine
human1_lib2.final_cell_0186,alpha,Endocrine
human1_lib2.final_cell_0187,beta,Endocrine
human1_lib2.final_cell_0188,beta,Endocrine
human1_lib2.final_cell_0189,beta,Endocrine
human1_lib2.final_cell_0190,beta,Endocrine
human1_lib2.final_cell_0191,delta,Endocrine
human1_lib2.final_cell_0192,beta,Endocrine
human1_lib2.final_cell_0193,beta,Endocrine
human1_lib2.final_cell_0194,delta,Endocrine
human1_lib2.final_cell_0195,beta,Endocrine
human1_lib2.final_cell_0196,beta,Endocrine
human1_lib2.final_cell_0197,beta,Endocrine
human1_lib2.final_cell_0198,beta,Endocrine
human1_lib2.final_cell_0199,beta,Endocrine
human1_lib2.final_cell_0200,beta,Endocrine
human1_lib2.final_cell_0201,beta,Endocrine
human1_lib2.final_cell_0202,gamma,Endocrine
human1_lib2.final_cell_0203,beta,Endocrine
human1_lib2.final_cell_0204,beta,Endocrine
human1_lib2.final_cell_0205,delta,Endocrine
human1_lib2.final_cell_0206,ductal,Exocrine
human1_lib2.final_cell_0207,beta,Endocrine
human1_lib2.final_cell_0208,beta,Endocrine
human1_lib2.final_cell_0209,beta,Endocrine
human1_lib2.final_cell_0210,delta,Endocrine
human1_lib2.final_cell_0211,beta,Endocrine
human1_lib2.final_cell_0212,ductal,Exocrine
human1_lib2.final_cell_0213,beta,Endocrine
human1_lib2.final_cell_0214,beta,Endocrine
human1_lib2.final_cell_0215,beta,Endocrine
human1_lib2.final_cell_0216,beta,Endocrine
human1_lib2.final_cell_0217,ductal,Exocrine
human1_lib2.final_cell_0218,activated_stellate,PSC
human1_lib2.final_cell_0219,beta,Endocrine
human1_lib2.final_cell_0220,alpha,Endocrine
human1_lib2.final_cell_0221,beta,Endocrine
human1_lib2.final_cell_0222,beta,Endocrine
human1_lib2.final_cell_0223,activated_stellate,PSC
human1_lib2.final_cell_0224,alpha,Endocrine
human1_lib2.final_cell_0225,acinar,Exocrine
human1_lib2.final_cell_0226,gamma,Endocrine
human1_lib2.final_cell_0227,beta,Endocrine
human1_lib2.final_cell_0228,beta,Endocrine
human1_lib2.final_cell_0229,beta,Endocrine
human1_lib2.final_cell_0230,delta,Endocrine
human1_lib2.final_cell_0231,alpha,Endocrine
human1_lib2.final_cell_0232,endothelial,endothelial
human1_lib2.final_cell_0233,gamma,Endocrine
human1_lib2.final_cell_0234,beta,Endocrine
human1_lib2.final_cell_0235,alpha,Endocrine
human1_lib2.final_cell_0236,beta,Endocrine
human1_lib2.final_cell_0237,beta,Endocrine
human1_lib2.final_cell_0238,beta,Endocrine
human1_lib2.final_cell_0239,beta,Endocrine
human1_lib2.final_cell_0240,beta,Endocrine
human1_lib2.final_cell_0241,endothelial,endothelial
human1_lib2.final_cell_0242,beta,Endocrine
human1_lib2.final_cell_0243,delta,Endocrine
human1_lib2.final_cell_0244,beta,Endocrine
human1_lib2.final_cell_0245,alpha,Endocrine
human1_lib2.final_cell_0246,beta,Endocrine
human1_lib2.final_cell_0247,alpha,Endocrine
human1_lib2.final_cell_0248,alpha,Endocrine
human1_lib2.final_cell_0249,delta,Endocrine
human1_lib2.final_cell_0250,alpha,Endocrine
human1_lib2.final_cell_0251,ductal,Exocrine
human1_lib2.final_cell_0252,beta,Endocrine
human1_lib2.final_cell_0253,alpha,Endocrine
human1_lib2.final_cell_0254,endothelial,endothelial
human1_lib2.final_cell_0255,beta,Endocrine
human1_lib2.final_cell_0256,beta,Endocrine
human1_lib2.final_cell_0257,ductal,Exocrine
human1_lib2.final_cell_0258,delta,Endocrine
human1_lib2.final_cell_0259,beta,Endocrine
human1_lib2.final_cell_0260,beta,Endocrine
human1_lib2.final_cell_0261,alpha,Endocrine
human1_lib2.final_cell_0262,alpha,Endocrine
human1_lib2.final_cell_0263,delta,Endocrine
human1_lib2.final_cell_0264,gamma,Endocrine
human1_lib2.final_cell_0265,alpha,Endocrine
human1_lib2.final_cell_0266,beta,Endocrine
human1_lib2.final_cell_0267,alpha,Endocrine
human1_lib2.final_cell_0268,ductal,Exocrine
human1_lib2.final_cell_0269,beta,Endocrine
human1_lib2.final_cell_0270,gamma,Endocrine
human1_lib2.final_cell_0271,beta,Endocrine
human1_lib2.final_cell_0272,schwann,schwann
human1_lib2.final_cell_0273,delta,Endocrine
human1_lib2.final_cell_0274,beta,Endocrine
human1_lib2.final_cell_0275,alpha,Endocrine
human1_lib2.final_cell_0276,delta,Endocrine
human1_lib2.final_cell_0277,beta,Endocrine
human1_lib2.final_cell_0278,acinar,Exocrine
human1_lib2.final_cell_0279,beta,Endocrine
human1_lib2.final_cell_0280,beta,Endocrine
human1_lib2.final_cell_0281,beta,Endocrine
human1_lib2.final_cell_0282,beta,Endocrine
human1_lib2.final_cell_0283,beta,Endocrine
human1_lib2.final_cell_0284,alpha,Endocrine
human1_lib2.final_cell_0285,beta,Endocrine
human1_lib2.final_cell_0286,beta,Endocrine
human1_lib2.final_cell_0287,macrophage,Immune
human1_lib2.final_cell_0288,gamma,Endocrine
human1_lib2.final_cell_0289,beta,Endocrine
human1_lib2.final_cell_0290,beta,Endocrine
human1_lib2.final_cell_0291,alpha,Endocrine
human1_lib2.final_cell_0292,acinar,Exocrine
human1_lib2.final_cell_0293,endothelial,endothelial
human1_lib2.final_cell_0294,alpha,Endocrine
human1_lib2.final_cell_0295,beta,Endocrine
human1_lib2.final_cell_0296,alpha,Endocrine
human1_lib2.final_cell_0297,alpha,Endocrine
human1_lib2.final_cell_0298,alpha,Endocrine
human1_lib2.final_cell_0299,beta,Endocrine
human1_lib2.final_cell_0300,beta,Endocrine
human1_lib2.final_cell_0301,alpha,Endocrine
human1_lib2.final_cell_0302,alpha,Endocrine
human1_lib2.final_cell_0303,macrophage,Immune
human1_lib2.final_cell_0304,alpha,Endocrine
human1_lib2.final_cell_0305,beta,Endocrine
human1_lib2.final_cell_0306,beta,Endocrine
human1_lib2.final_cell_0307,beta,Endocrine
human1_lib2.final_cell_0308,alpha,Endocrine
human1_lib2.final_cell_0309,activated_stellate,PSC
human1_lib2.final_cell_0310,delta,Endocrine
human1_lib2.final_cell_0311,alpha,Endocrine
human1_lib2.final_cell_0312,alpha,Endocrine
human1_lib2.final_cell_0313,endothelial,endothelial
human1_lib2.final_cell_0314,beta,Endocrine
human1_lib2.final_cell_0315,delta,Endocrine
human1_lib2.final_cell_0316,beta,Endocrine
human1_lib2.final_cell_0317,beta,Endocrine
human1_lib2.final_cell_0318,beta,Endocrine
human1_lib2.final_cell_0319,ductal,Exocrine
human1_lib2.final_cell_0320,beta,Endocrine
human1_lib2.final_cell_0321,ductal,Exocrine
human1_lib2.final_cell_0322,beta,Endocrine
human1_lib2.final_cell_0323,beta,Endocrine
human1_lib2.final_cell_0324,activated_stellate,PSC
human1_lib2.final_cell_0325,beta,Endocrine
human1_lib2.final_cell_0326,ductal,Exocrine
human1_lib2.final_cell_0327,beta,Endocrine
human1_lib2.final_cell_0328,beta,Endocrine
human1_lib2.final_cell_0329,delta,Endocrine
human1_lib2.final_cell_0330,ductal,Exocrine
human1_lib2.final_cell_0331,alpha,Endocrine
human1_lib2.final_cell_0332,ductal,Exocrine
human1_lib2.final_cell_0333,beta,Endocrine
human1_lib2.final_cell_0334,gamma,Endocrine
human1_lib2.final_cell_0335,ductal,Exocrine
human1_lib2.final_cell_0336,beta,Endocrine
human1_lib2.final_cell_0337,gamma,Endocrine
human1_lib2.final_cell_0338,delta,Endocrine
human1_lib2.final_cell_0339,alpha,Endocrine
human1_lib2.final_cell_0340,gamma,Endocrine
human1_lib2.final_cell_0341,alpha,Endocrine
human1_lib2.final_cell_0342,beta,Endocrine
human1_lib2.final_cell_0343,macrophage,Immune
human1_lib2.final_cell_0344,beta,Endocrine
human1_lib2.final_cell_0345,beta,Endocrine
human1_lib2.final_cell_0346,quiescent_stellate,PSC
human1_lib2.final_cell_0347,delta,Endocrine
human1_lib2.final_cell_0348,beta,Endocrine
human1_lib2.final_cell_0349,alpha,Endocrine
human1_lib2.final_cell_0350,beta,Endocrine
human1_lib2.final_cell_0351,alpha,Endocrine
human1_lib2.final_cell_0352,beta,Endocrine
human1_lib2.final_cell_0353,beta,Endocrine
human1_lib2.final_cell_0354,gamma,Endocrine
human1_lib2.final_cell_0355,alpha,Endocrine
human1_lib2.final_cell_0356,beta,Endocrine
human1_lib2.final_cell_0357,beta,Endocrine
human1_lib2.final_cell_0358,beta,Endocrine
human1_lib2.final_cell_0359,beta,Endocrine
human1_lib2.final_cell_0360,macrophage,Immune
human1_lib2.final_cell_0361,beta,Endocrine
human1_lib2.final_cell_0362,delta,Endocrine
human1_lib2.final_cell_0363,beta,Endocrine
human1_lib2.final_cell_0364,gamma,Endocrine
human1_lib2.final_cell_0365,epsilon,Endocrine
human1_lib2.final_cell_0366,delta,Endocrine
human1_lib2.final_cell_0367,alpha,Endocrine
human1_lib2.final_cell_0368,beta,Endocrine
human1_lib2.final_cell_0369,beta,Endocrine
human1_lib2.final_cell_0370,delta,Endocrine
human1_lib2.final_cell_0371,alpha,Endocrine
human1_lib2.final_cell_0372,endothelial,endothelial
human1_lib2.final_cell_0373,beta,Endocrine
human1_lib2.final_cell_0374,activated_stellate,PSC
human1_lib2.final_cell_0375,acinar,Exocrine
human1_lib2.final_cell_0376,beta,Endocrine
human1_lib2.final_cell_0377,acinar,Exocrine
human1_lib2.final_cell_0378,alpha,Endocrine
human1_lib2.final_cell_0379,gamma,Endocrine
human1_lib2.final_cell_0380,macrophage,Immune
human1_lib2.final_cell_0381,beta,Endocrine
human1_lib2.final_cell_0382,beta,Endocrine
human1_lib2.final_cell_0383,acinar,Exocrine
human1_lib2.final_cell_0384,beta,Endocrine
human1_lib2.final_cell_0385,beta,Endocrine
human1_lib2.final_cell_0386,alpha,Endocrine
human1_lib2.final_cell_0387,delta,Endocrine
human1_lib2.final_cell_0388,beta,Endocrine
human1_lib2.final_cell_0389,ductal,Exocrine
human1_lib2.final_cell_0390,alpha,Endocrine
human1_lib2.final_cell_0391,beta,Endocrine
human1_lib2.final_cell_0392,delta,Endocrine
human1_lib2.final_cell_0393,beta,Endocrine
human1_lib2.final_cell_0394,beta,Endocrine
human1_lib2.final_cell_0395,acinar,Exocrine
human1_lib2.final_cell_0396,beta,Endocrine
human1_lib2.final_cell_0397,beta,Endocrine
human1_lib2.final_cell_0398,beta,Endocrine
human1_lib2.final_cell_0399,alpha,Endocrine
human1_lib2.final_cell_0400,alpha,Endocrine
human1_lib2.final_cell_0401,alpha,Endocrine
human1_lib2.final_cell_0402,ductal,Exocrine
human1_lib2.final_cell_0403,alpha,Endocrine
human1_lib2.final_cell_0404,acinar,Exocrine
human1_lib2.final_cell_0405,acinar,Exocrine
human1_lib2.final_cell_0406,beta,Endocrine
human1_lib2.final_cell_0407,delta,Endocrine
human1_lib2.final_cell_0408,quiescent_stellate,PSC
human1_lib2.final_cell_0409,alpha,Endocrine
human1_lib2.final_cell_0410,delta,Endocrine
human1_lib2.final_cell_0411,beta,Endocrine
human1_lib2.final_cell_0412,ductal,Exocrine
human1_lib2.final_cell_0413,beta,Endocrine
human1_lib2.final_cell_0414,beta,Endocrine
human1_lib2.final_cell_0415,beta,Endocrine
human1_lib2.final_cell_0416,beta,Endocrine
human1_lib2.final_cell_0417,quiescent_stellate,PSC
human1_lib2.final_cell_0418,endothelial,endothelial
human1_lib2.final_cell_0419,acinar,Exocrine
human1_lib2.final_cell_0420,activated_stellate,PSC
human1_lib2.final_cell_0421,delta,Endocrine
human1_lib2.final_cell_0422,beta,Endocrine
human1_lib2.final_cell_0423,alpha,Endocrine
human1_lib2.final_cell_0424,endothelial,endothelial
